mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.01600780487060547,0.01975366867499246,0.023187685012817382,0.020848425162534948,gini,10,5,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5}",0.8695652173913043,0.7843137254901961,0.8076923076923077,0.7142857142857143,0.6666666666666666,0.7685047263052378,0.07114703859483905,41
0.006388044357299805,0.007061720767137521,0.00671992301940918,0.0036702651504606247,gini,10,10,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 10}",0.9361702127659575,0.8363636363636363,0.7924528301886793,0.7924528301886793,0.8076923076923077,0.833026363439852,0.05400745990316873,17
0.003632926940917969,0.0022209037203703152,0.0069885730743408205,0.002582786261709802,gini,10,15,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 15}",0.9361702127659575,0.9019607843137255,0.7843137254901961,0.7924528301886793,0.8235294117647058,0.8476853929046527,0.06070501972389354,1
0.003395223617553711,0.0012792624534233043,0.004105138778686524,0.0007606448805341713,entropy,3,5,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 5}",0.9130434782608695,0.8363636363636363,0.7924528301886793,0.7924528301886793,0.782608695652174,0.8233842941308076,0.04854563415625005,23
0.004485654830932617,0.0030603079394347418,0.005536603927612305,0.0025065283667363015,entropy,3,10,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 10}",0.9130434782608695,0.8363636363636363,0.7924528301886793,0.7924528301886793,0.84,0.8348625550003728,0.044131786425328744,16
0.003368663787841797,0.0015224350003169326,0.005592727661132812,0.0014677583936869446,entropy,3,15,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 15}",0.9361702127659575,0.9019607843137255,0.7843137254901961,0.7924528301886793,0.8235294117647058,0.8476853929046527,0.06070501972389354,1
0.00453948974609375,0.002606187463294108,0.006487035751342773,0.002270202413291461,entropy,5,5,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 5}",0.8979591836734694,0.7843137254901961,0.8,0.7017543859649122,0.6818181818181818,0.7731690953893519,0.07728093747973393,36
0.0032543182373046876,0.0008615751243630629,0.00427541732788086,0.001649017869141009,entropy,5,10,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 10}",0.875,0.8363636363636363,0.7924528301886793,0.7924528301886793,0.8076923076923077,0.8207923208866605,0.031492228096063425,24
0.002509403228759766,0.0008777983773703994,0.007392406463623047,0.00466761547668579,entropy,5,15,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 15}",0.9361702127659575,0.9019607843137255,0.7843137254901961,0.7924528301886793,0.8235294117647058,0.8476853929046527,0.06070501972389354,1
0.0037811756134033202,0.002707970549986447,0.004348182678222656,0.0008507027563482643,entropy,6,5,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 5}",0.8979591836734694,0.7843137254901961,0.8,0.7636363636363637,0.6666666666666666,0.7825151878933391,0.07404533669220206,31
0.003287982940673828,0.0011386952048483708,0.005561923980712891,0.002352414053989996,entropy,6,10,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 10}",0.875,0.8363636363636363,0.7924528301886793,0.7924528301886793,0.8076923076923077,0.8207923208866605,0.031492228096063425,24
0.004334926605224609,0.0028969980012964053,0.005265378952026367,0.0024441956095807692,entropy,6,15,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 15}",0.9361702127659575,0.9019607843137255,0.7843137254901961,0.7924528301886793,0.8235294117647058,0.8476853929046527,0.06070501972389354,1
0.003348684310913086,0.0012724308085420982,0.004566669464111328,0.0017103642375626495,entropy,7,5,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 5}",0.8979591836734694,0.76,0.7843137254901961,0.7636363636363637,0.6666666666666666,0.7745151878933391,0.07388474059069973,33
0.005165863037109375,0.0025971434493071983,0.005055999755859375,0.003657734132350201,entropy,7,10,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 10}",0.875,0.8363636363636363,0.7924528301886793,0.7924528301886793,0.8076923076923077,0.8207923208866605,0.031492228096063425,24
0.002656698226928711,0.000854039684398385,0.003758668899536133,0.0008208144703122939,entropy,7,15,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 15}",0.9361702127659575,0.9019607843137255,0.7843137254901961,0.7924528301886793,0.8235294117647058,0.8476853929046527,0.06070501972389354,1
0.004324769973754883,0.0014930370282858158,0.007143497467041016,0.006611784474479962,entropy,8,5,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_leaf': 5}",0.851063829787234,0.7843137254901961,0.8,0.7636363636363637,0.6666666666666666,0.7731361171160921,0.06057280698448685,37
0.0026325225830078126,0.001333756923481109,0.0035919189453125,0.0007579553735119884,entropy,8,10,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_leaf': 10}",0.875,0.8363636363636363,0.7924528301886793,0.7924528301886793,0.8076923076923077,0.8207923208866605,0.031492228096063425,24
0.003875732421875,0.001890494584774422,0.006139421463012695,0.004345279951705886,entropy,8,15,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_leaf': 15}",0.9361702127659575,0.9019607843137255,0.7843137254901961,0.7924528301886793,0.8235294117647058,0.8476853929046527,0.06070501972389354,1
0.0024283885955810546,0.0004930019724563895,0.004055595397949219,0.0008873510914065227,entropy,9,5,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 5}",0.8979591836734694,0.76,0.7843137254901961,0.7636363636363637,0.6666666666666666,0.7745151878933391,0.07388474059069973,33
0.0046045780181884766,0.004285663225785527,0.006258916854858398,0.002265623980883986,entropy,9,10,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 10}",0.875,0.8363636363636363,0.7924528301886793,0.7924528301886793,0.8076923076923077,0.8207923208866605,0.031492228096063425,24
0.003564262390136719,0.0015054040032379395,0.0035144329071044923,0.0006229646458012412,entropy,9,15,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 15}",0.9361702127659575,0.9019607843137255,0.7843137254901961,0.7924528301886793,0.8235294117647058,0.8476853929046527,0.06070501972389354,1
0.0031112194061279296,0.0010851882276974056,0.0062367916107177734,0.005451150612621897,entropy,10,5,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5}",0.8979591836734694,0.76,0.7843137254901961,0.7636363636363637,0.6666666666666666,0.7745151878933391,0.07388474059069973,33
0.003789997100830078,0.0022747445968511774,0.004780197143554687,0.0008473302731187859,entropy,10,10,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",0.875,0.8363636363636363,0.7924528301886793,0.7924528301886793,0.8076923076923077,0.8207923208866605,0.031492228096063425,24
0.0026643753051757814,0.0011857193356886063,0.0036043167114257813,0.000701859617884484,entropy,10,15,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 15}",0.9361702127659575,0.9019607843137255,0.7843137254901961,0.7924528301886793,0.8235294117647058,0.8476853929046527,0.06070501972389354,1
